,EVENT_ID,Population
54530,852915,5620
54531,852916,5620
54534,863993,846006
54535,863995,0
54537,852955,15949
54538,852957,8179
54542,852860,10231
54543,852861,74232
54548,809832,13904
54549,836420,153279
54551,809840,22389
54555,837773,13390
54556,837774,157863
54557,831633,74125
54559,834967,64442
54560,835020,103403
54561,830756,21859
54562,830875,15765
54563,829983,3688
54564,829986,3688
54565,830764,5712
54566,827238,132230
54568,831615,4696
54569,831616,15117
54570,831617,8352
54571,831618,8352
54574,831638,8352
54575,829951,5495
54576,824567,48011
54577,824778,10916
54578,828003,797434
54579,828465,34877
54580,828858,120749
54583,827733,13758
54591,822283,10777
54592,822623,3924
54593,838603,2216
54596,851177,1406
54597,851210,720403
54598,851211,168424
54599,851212,168424
54600,851213,168424
54601,847717,12477
54602,847718,16406
54603,846015,113299
54604,849009,45144
54605,833752,27772
54606,833753,76666
54607,833754,76666
54608,851251,15574
54609,851252,169561
54610,838250,34915
54611,849712,119600
54612,849713,4397
54613,849714,0
54614,849715,4397
54615,849720,103806
54622,845614,42222
54623,824628,293086
54624,824629,32149
54625,823632,14361
54626,823636,28815
54629,823644,17103
54630,823647,35252
54631,824401,7016
54632,824409,7016
54633,816462,421164
54634,816591,628270
54635,816592,445349
54636,816593,830915
54637,816597,105267
54644,825017,21466
54645,825069,73309
54647,831129,23382
54648,831130,23382
54649,831131,10455
54650,826862,16545
54656,848916,0
54657,848917,5150233
54658,848918,108669
54659,849028,33562
54660,849030,690743
54661,849031,307774
54662,849032,0
54663,849033,5150233
54669,823604,3583
54670,823606,8793
54671,823607,21859
54672,823609,3859
54673,823619,61056
54674,823621,5712
54675,823622,10916
54676,828355,8708
54677,828357,8708
54678,828358,10916
54679,816352,10001
54680,830814,34237
54683,830832,20387
54684,824569,48011
54685,824753,61056
54686,824756,8708
54687,824757,2653
54688,824766,11131
54689,824772,61056
54690,824776,13758
54691,824803,4333
54692,824805,10916
54694,831339,8679
54695,831341,22092
54696,831342,8352
54697,831344,6089
54698,831345,15117
54699,831346,104418
54700,831591,9850
54701,831592,25343
54702,827994,8708
54703,827995,7250
54704,827996,120749
54705,827997,28762
54706,827998,13758
54707,827999,284014
54708,828000,797434
54709,828004,797434
54710,824463,937166
54711,827361,11131
54712,827362,81784
54713,827822,293086
54714,818695,18504
54715,818719,16846
54716,822174,490161
54717,823630,29003
54718,823642,21859
54719,823645,21859
54720,823648,28762
54721,823649,148306
54722,823650,5712
54723,823610,21859
54724,822396,47995
54725,822133,490161
54726,822134,490161
54728,817676,5532
54729,817677,2029
54730,817678,2029
54735,820336,421164
54736,819996,3819
54740,820749,421164
54741,820750,421164
54742,820751,628270
54743,820752,830915
54744,820757,305285
54745,820758,628270
54752,824658,55928
54753,824661,16878
54754,822582,37185
54755,822583,490161
54756,827226,22095
54759,824322,7707
54760,824321,7707
54761,822214,12426
54762,824488,797434
54763,824494,797434
54764,823704,166847
54765,823707,21795
54766,823718,1273954
54767,835275,5297
54768,835315,9292
54769,835449,1273954
54770,835450,1273954
54771,835451,88723
54772,835452,1273954
54773,835453,1273954
54774,835454,1273954
54789,830025,33195
54791,827340,9846
54792,827346,6576
54793,827347,193134
54794,827348,6576
54795,831453,15949
54796,827846,121328
54797,827848,293086
54798,852918,74232
54799,852919,10231
54800,852920,19043
54801,852921,19043
54802,852922,13171
54805,852958,18466
54806,849604,18453
54807,820113,0
54808,820115,36643
54809,820122,0
54810,820127,0
54811,852862,9564
54812,852863,24383
54813,852864,6931
54814,852865,15949
54815,852866,15949
54816,852867,15949
54822,810094,153279
54823,829242,155271
54824,829259,12586
54825,829268,15541
54826,829274,15541
54828,861509,209674
54829,861510,51361
54831,840063,87839
54832,840415,404198
54836,827239,132230
54837,830438,3509
54841,829950,120749
54849,831639,9850
54850,830440,72592
54851,830391,40474
54852,830448,72592
54853,830449,34877
54856,824523,5702
54857,822247,2627
54858,822259,2627
54859,822254,2627
54860,839356,750
54861,822624,3924
54862,822625,3924
54863,832742,15932
54864,838604,8187
54865,838605,1959
54868,832502,2344
54869,851214,720403
54870,851215,1406
54871,851216,1406
54872,851217,1406
54873,851218,720403
54874,851219,720403
54875,833755,76666
54876,833756,76666
54877,833757,76666
54878,833902,168937
54879,833904,41968
54880,833905,41968
54881,833906,44731
54882,835029,157574
54883,835030,176862
54884,835031,176862
54885,835032,176862
54887,843642,0
54888,843643,0
54889,844612,49172
54890,844613,49172
54893,848811,44451
54901,825436,38355
54902,825437,293086
54903,824425,110332
54904,824426,61599
54906,815292,421164
54907,815293,421164
54908,815294,421164
54909,816416,421164
54910,816596,628270
54911,816598,628270
54912,816599,628270
54913,816600,421164
54914,816601,421164
54915,816879,1584064
54916,835286,48980
54917,822495,21466
54918,822496,26578
54919,825021,26578
54920,825072,73309
54921,826867,17486
54922,826864,126007
54923,826869,126007
54924,849034,5150233
54925,849035,5150233
54926,849036,5150233
54927,849037,5150233
54928,849038,5150233
54929,849039,0
54930,849040,5150233
54931,849041,0
54932,849043,0
54933,849044,0
54934,849045,696535
54935,809760,65204
54936,809762,86715
54938,814381,18546
54939,814383,18546
54940,828415,28762
54941,828417,21859
54942,828419,28762
54943,828420,55834
54944,828421,55834
54945,828455,55834
54946,828456,55834
54954,824815,81784
54955,828888,55834
54956,828889,5666
54957,828890,27711
54958,828893,43143
54959,828899,27711
54960,828900,14073
54961,828901,27711
54962,828902,27711
54963,828903,38284
54964,828904,27711
54973,827363,81784
54974,822399,8553
54975,822427,43143
54976,822433,43143
54977,822435,6002
54978,822451,27711
54979,820253,9208
54980,826920,490161
54981,822139,39369
54986,820016,137713
54988,822136,490161
54989,813141,8062
54990,822511,391911
54993,810097,38682
54999,813767,86715
55000,820006,18546
55001,820007,5056
55002,820008,137713
55003,813798,52646
55005,827505,20563
55006,827506,9397
55007,824324,9000
55008,822537,8600
55009,842301,40899
55011,836001,1273954
55012,836060,166847
55013,836061,166847
55014,836065,166847
55015,836077,166847
55016,836079,166847
55017,836083,166847
55018,836088,166847
55019,836089,166847
55020,864658,881549
55021,864659,1671329
55024,842309,187885
55025,842313,40899
55026,822568,490161
55027,822569,490161
55028,822570,97117
55029,835602,35077
55030,835603,6576
55031,835612,6576
55032,835619,193134
55033,835622,193134
55034,835667,193134
55038,835470,166847
55039,835471,166847
55043,832717,6576
55044,832718,6576
55045,832719,6576
55046,832720,193134
55058,853871,9292
55060,848345,0
55061,848388,607391
55062,848394,4713325
55063,846369,206341
55068,828078,20015
55069,828274,9494
55070,828275,10951
55071,852893,19043
55072,852894,19043
55074,828292,25110
55075,828297,20758
55076,828296,231840
55077,829276,63343
55081,836628,20122
55082,830780,43909
55083,829622,30628
55084,829094,45381
55085,809826,153279
55086,829528,63343
55089,831286,81758
55094,813136,6320
55096,830819,48011
55097,830865,11131
55105,861562,14224
55108,837757,9777
55109,816620,7224
55110,817604,180786
55111,861746,43425
55112,861747,1216045
55113,839357,928
55114,839359,31489
55115,839360,31489
55116,839361,4424
55120,843675,262966
55125,851220,18278
55126,851221,720403
55127,851222,12172
55128,851223,12172
55129,851224,12172
55130,835033,176862
55131,835034,176862
55132,835035,41172
55133,835037,45656
55134,835039,48590
55135,835040,48590
55136,835053,134083
55137,835054,134083
55138,835055,44731
55139,835061,58457
55140,835065,58457
55141,848812,44451
55142,848813,117406
55143,848814,117406
55144,848815,117406
55145,848817,14246
55146,850466,1257584
55147,850468,873972
55148,850523,873972
55156,827562,22837
55157,827573,293086
55158,816418,421164
55159,816420,170271
55160,816423,64182
55161,816426,64182
55162,820368,105267
55163,820369,105267
55164,820370,105267
55165,820372,421164
55166,820886,124371
55167,820887,367430
55168,820888,367430
55169,822497,26578
55170,822498,21341
55171,822499,8986
55172,825024,21466
55173,825077,37825
55174,826870,17486
55175,826871,126007
55176,826873,122437
55177,808945,22108
55178,809767,38682
55179,843430,827370
55180,843431,827370
55181,843423,109330
55182,843428,827370
55187,811971,110332
55192,833855,64072
55193,833858,64072
55194,833859,20846
55195,824502,38284
55196,824505,148306
55197,824507,284014
55198,824508,797434
55199,824509,11085
55200,824510,5495
55201,824513,8793
55202,828906,72592
55203,828907,48111
55204,828908,48111
55205,831297,22761
55206,831298,703011
55207,831299,8278
55208,831300,105780
55209,827743,7629
55210,827746,24530
55211,827759,61056
55212,827762,61056
55213,827768,61056
55214,827769,61056
55215,827770,24530
55216,827775,24530
55217,831717,7600
55218,831718,16073
55219,831719,81758
55220,831720,165429
55221,822165,22095
55222,822166,490161
55224,850108,579234
55230,850113,325690
55231,820018,137713
55232,822267,39369
55233,822268,97117
55234,822269,93206
55235,822518,73309
55236,822519,391911
55237,826919,7152
55238,810098,38682
55239,819987,3278
55240,815576,240204
55241,813773,86715
55242,820726,628270
55243,820727,830915
55244,820728,830915
55247,816708,571327
55252,824330,7707
55253,827702,293086
55254,827772,121328
55255,827776,20627
55256,864660,881549
55257,864661,494336
55258,861484,95379
55259,836062,166847
55260,822531,6121
55261,822533,10689
55262,837840,9395
55268,835318,9292
55269,835319,6901
55270,822534,16338
55271,822535,6121
55272,835472,43664
55273,835473,43664
55274,835474,52600
55275,835475,166847
55276,835476,52600
55277,835712,11755
55279,831322,81758
55280,831323,81758
55282,831325,602401
55283,831343,6089
55288,832722,193134
55293,826241,0
55294,829021,3736
55300,851858,11755
55301,851857,193134
55302,849592,9292
55303,849601,6901
55304,849600,9292
55305,849602,6901
55306,828276,4334
55307,829020,9494
55308,818686,11933
55309,818693,9558
55310,828299,18636
55311,829065,106272
55312,831712,10001
55313,852895,19043
55314,852896,10231
55315,809837,46742
55318,831047,29690
55319,809820,240204
55320,810085,23884
55321,831287,81758
55326,835272,64697
55332,861561,2613
55334,861554,9917
55340,826405,196311
55341,826422,163354
55342,828619,89221
55343,835907,11050
55353,838596,37589
55354,838597,31489
55357,840605,259686
55359,851225,720403
55360,851226,12172
55361,851227,3581
55362,851228,14506
55363,851229,720403
55364,835068,41172
55365,835074,51113
55366,835077,106987
55367,835078,106987
55368,835098,206428
55369,835276,27698
55370,835278,234602
55371,836066,38885
55372,836067,45672
55373,837417,206428
55374,837420,41172
55375,851110,0
55376,851123,0
55377,851932,68122
55378,851933,150500
55379,851934,159128
55380,851937,0
55381,851938,0
55382,851939,0
55383,851957,0
55384,852264,92084
55393,827819,20563
55394,827820,38355
55395,816428,64182
55396,816430,421164
55398,837759,98498
55399,837760,10907
55400,820889,367430
55401,820890,618795
55402,820891,105267
55403,820892,105267
55404,820893,105267
55405,820894,105267
55406,823084,5189
55407,823102,37825
55408,825026,21466
55409,825081,73309
55410,826877,391911
55411,826874,122437
55412,828302,122437
55416,809786,23457
55430,828396,21886
55431,824514,8793
55432,828869,55834
55433,828870,48011
55434,828871,148306
55435,828872,48011
55436,828873,48011
55437,828874,48011
55438,828875,81784
55439,828879,81784
55440,828880,81784
55441,828881,81784
55442,831301,15227
55443,831303,32708
55445,827803,8708
55446,827804,24530
55447,827806,24530
55448,827807,61056
55449,831202,2653
55450,831204,5712
55451,831208,5712
55452,840576,17709
55453,823244,61056
55454,823247,61056
55455,823248,61056
55456,822167,490161
55457,827823,293086
55462,822270,16846
55463,822271,16846
55464,822162,490161
55467,826918,8600
55468,822460,27711
55469,822464,6002
55470,822465,48111
55471,822467,40474
55472,822468,43143
55473,819989,3278
55474,819988,3278
55477,811371,66553
55478,811373,30026
55479,820729,628270
55480,820730,628270
55481,820731,830915
55482,820732,830915
55483,820733,830915
55484,820003,5926
55485,816710,571327
55486,813792,65204
55491,824328,9000
55492,827763,121328
55496,836063,166847
55497,822793,35904
55498,822794,9558
55499,836064,166847
55500,822544,7152
55501,824380,15805
55502,824393,30069
55503,824404,30069
55504,837841,9395
55505,837844,11755
55506,822215,12426
55509,835430,156209
55510,835431,2003554
55514,835320,6901
55519,822562,16338
55520,835714,34855
55521,835724,34855
55522,835729,34855
55523,835738,25177
55524,831326,703011
55525,831327,703011
55526,831319,81758
55527,831320,165429
55534,825391,9292
55535,825441,19775
55536,825442,3453
55537,826492,9126
55538,828331,5297
55539,828322,2344
55541,852924,19043
55542,852925,19043
55543,852840,1994
55544,852841,1994
55545,852842,19043
55547,852868,6931
55548,852869,15949
55549,818707,18504
55550,818714,18504
55551,840423,16665
55552,852897,10231
55553,852898,10231
55554,852899,10231
55558,829519,68098
55559,809841,22108
55560,837776,157863
55561,837777,157863
55562,837778,153159
55563,837779,8635
55564,837780,8120
55568,840451,64442
55572,831524,143476
55573,831971,3664
55574,828161,3933
55579,831619,15117
55580,831620,17712
55581,831621,9850
55582,831622,15117
55583,828633,89221
55584,829289,115340
55586,811969,34192
55587,861563,7046
55588,861106,0
55589,831710,7426
55590,833854,26578
55591,822668,105267
55593,824435,937166
55596,861748,206865
55598,831636,8352
55599,833475,13753
55600,832517,61128
55601,832518,8384
55602,842205,13615
55603,838591,20704
55604,838598,37589
55605,835092,4413
55606,835102,29194
55607,835099,11790
55608,832495,18453
55609,832522,8384
55610,832729,193134
55611,832730,61128
55612,832504,19775
55613,832507,3453
55614,842312,10545
55615,851230,6897
55616,851231,168424
55617,835458,68238
55620,837421,209177
55621,837423,209177
55622,837424,176862
55623,837427,65884
55624,837802,49458
55625,837803,49458
55626,837806,166998
55627,838472,166998
55628,838473,93584
55629,838474,93584
55630,838476,206428
55648,837761,10907
55649,824367,52245
55650,824369,52245
55651,824373,405813
55652,824420,0
55655,828834,150500
55656,820895,367430
55657,820896,105267
55658,820323,421164
55659,820324,421164
55660,820325,421164
55661,820326,421164
55662,820327,421164
55663,820328,421164
55664,823103,37825
55665,825027,26578
55666,825085,73309
55667,826782,41932
55668,828305,391911
55669,828308,391911
55670,828312,391911
55677,809753,12388
55678,843433,827370
55679,843434,827370
55680,843435,1050688
55681,807836,75677
55684,836417,319090
55687,823623,24530
55688,823631,10916
55689,823633,48011
55690,823634,8708
55691,823635,28762
55692,823646,28762
55693,824219,21859
55694,824226,9429
55695,828883,81784
55696,828884,81784
55697,828887,40474
55698,830833,0
55701,830839,20387
55702,830841,87364
55704,830843,20387
55706,824857,28762
55707,824858,148306
55708,824860,10916
55709,824862,8708
55710,831210,8708
55711,831947,3509
55712,831948,132230
55713,831949,10471
55714,842610,2653
55715,831597,16073
55716,831598,7600
55717,823250,11131
55718,823252,81784
55719,823253,40474
55720,823254,284014
55721,828005,797434
55722,828173,21859
55723,828174,3583
55724,828175,20211
55725,828176,20211
55726,828178,20211
55727,824641,121328
55728,824644,38355
55729,818720,16846
55730,818721,16846
55731,822248,11933
55732,822250,9558
55733,822939,10253
55734,813110,391911
55735,822612,9395
55736,822469,40474
55737,822470,43143
55738,822471,40474
55739,822472,40474
55740,822473,43143
55741,822474,40474
55742,822477,6002
55743,822138,490161
55745,815582,46742
55748,820700,369318
55749,820701,421164
55750,820702,421164
55751,820703,369318
55752,820706,369318
55753,820707,369318
55754,820708,369318
55755,820004,5926
55756,820005,117415
55758,813793,25274
55759,820760,421164
55760,820761,369318
55761,820762,421164
55768,822584,490161
55769,824672,293086
55770,822795,490161
55771,822800,34969
55772,822802,34969
55773,822804,22095
55774,812114,22015
55775,815468,35252
55776,824358,45325
55779,834982,166847
55780,834964,49025
55781,822566,490161
55782,822567,490161
55783,822627,131228
55784,835432,88723
55794,835455,88723
55795,822563,490161
55796,822564,490161
55801,828197,11754
55802,824474,11754
55803,824475,14349
55804,825397,6901
55805,829252,103107
55806,827341,9846
55807,829978,3859
55808,830291,11085
55809,827349,6576
55811,827976,293086
55812,852926,122259
55813,852927,176875
55814,852943,9564
55815,852944,6931
55816,852843,122259
55817,849606,2344
55818,849607,2344
55819,849608,19775
55820,852870,8179
55821,852871,8179
55822,852872,24383
55823,852873,8179
55824,852874,7858
55825,852875,8179
55826,809830,15670
55827,829549,20015
55828,829568,10951
55829,809833,240204
55830,829279,74897
55831,830790,20758
55832,831001,25110
55835,830630,32722
55836,837781,8120
55837,814521,7152
55839,840474,64442
55840,840476,57532
55841,840479,546695
55843,828162,3933
55844,827366,3509
55845,827367,132230
55846,827368,132230
55847,827369,132230
55848,831958,20846
55849,831951,64072
55850,831975,126007
55851,835895,5911
55852,835904,11050
55853,831623,15117
55854,831624,4403
55858,822520,126007
55859,823092,73309
55860,830792,15765
55861,830874,15765
55862,828163,12769
55863,828359,28762
55864,861749,206865
55867,839499,39261
55868,835109,8445
55869,842322,4424
55870,842324,10545
55871,842326,10545
55872,842327,67641
55873,842328,2327
55875,846383,16406
55876,846384,21466
55877,841362,817473
55878,841364,817473
55879,841373,206428
55880,841376,76666
55881,841378,76666
55882,841380,76666
55883,841384,206428
55884,849199,160830
55885,849200,160830
55886,849201,160830
55896,848966,155299
55897,848967,155299
55898,848968,61319
55903,852525,12221
55904,828835,150500
55905,828836,150500
55906,828837,150500
55907,828857,0
55908,828859,0
55909,828860,0
55910,829966,0
55911,829968,0
55912,833562,83156
55913,836611,43909
55914,820329,421164
55915,820330,421164
55916,820331,421164
55917,820332,421164
55918,820333,421164
55919,820334,524989
55920,820335,524989
55921,820337,421164
55922,823104,37825
55923,825030,26578
55924,826817,16545
55925,826820,16545
55926,826821,16545
55927,828317,122437
55928,828318,391911
55929,829363,22320
55930,843402,235099
55931,843405,143476
55932,843436,1050688
55933,843438,1050688
55934,843439,1050688
55935,843440,909327
55936,843441,909327
55937,843442,1050688
55940,809763,65204
55943,814385,18546
55945,824227,21859
55946,824228,34877
55947,828461,8708
55948,828462,8708
55949,828463,8708
55950,828464,34877
55951,828466,81784
55952,828467,48011
55953,828468,48011
55955,830848,9850
55956,830849,87364
55958,824865,34877
55959,824866,7250
55960,824868,28762
55961,824869,55834
55962,824871,284014
55963,825164,81784
55964,825166,148306
55965,830805,15765
55966,830823,48011
55967,831658,32708
55968,831660,703011
55969,831661,703011
55970,831666,10001
55972,828179,7629
55973,828180,7629
55974,828183,21859
55975,828184,10916
55976,828185,61056
55977,824630,22837
55978,822539,9558
55979,822555,34969
55980,824649,32149
55981,822140,39369
55982,822151,93206
55983,822152,5496
55984,822613,6441
55985,820019,137713
55986,820020,137713
55987,822142,39369
55988,822144,93206
55989,823074,391911
55995,820709,369318
55996,820000,5056
55997,820001,854
56001,820863,421164
56002,820866,421164
56003,820868,628270
56006,817458,153279
56007,817675,9580
56009,824664,293086
56010,822585,97117
56011,826921,97117
56012,841174,135692
56013,835900,25474
56014,836123,193134
56015,836133,193134
56016,836442,38839
56017,835172,51584
56018,839467,1301
56019,839468,17526
56020,839470,5435
56021,839471,6164
56022,839472,4086
56023,839475,3781
56024,839476,4351
56027,835433,25346
56028,835434,25346
56029,835435,2003554
56030,822527,490161
56031,822528,12836
56032,823721,1273954
56033,835456,230191
56034,835457,230191
56035,835459,230191
56036,835460,1273954
56037,835461,43664
56038,835462,88723
56040,835745,25177
56041,835769,25177
56042,828159,121328
56045,823206,55928
56052,827342,5639
56053,827343,25474
56054,832721,193134
56055,827351,6576
56056,827350,6576
56057,827838,293086
56058,827977,39592
56066,849932,103967
56070,849616,35077
56071,829572,4334
56072,810090,8442
56074,810095,153279
56075,831002,28183
56076,831147,28124
56077,829487,74125
56078,829288,74897
56079,837747,31369
56080,837750,9777
56081,837752,26108
56082,837754,27546
56083,829160,231840
56084,809827,240204
56094,831604,8352
56095,831605,9850
56096,831607,6571
56102,817603,180786
56103,819984,1887
56104,816590,628270
56106,828885,81784
56107,831304,104418
56108,827755,61056
56109,828181,7629
56111,840987,163354
56114,833876,8445
56115,833872,79858
56120,833045,193134
56121,833051,6576
56122,838606,2499
56123,846385,21466
56124,846386,126007
56125,849202,160830
56126,849203,160830
56127,849204,160830
56128,849205,160830
56129,849208,466372
56130,849209,466372
56131,849272,565217
56132,849284,565217
56134,837413,119679
56135,837416,71513
56139,851480,98915
56149,820338,524989
56150,820339,524989
56151,820340,421164
56152,820341,524989
56153,820342,524989
56154,820343,524989
56155,820344,524989
56156,825008,21466
56157,822503,99386
56158,823085,5189
56159,825056,391911
56160,826822,20846
56161,826823,24919
56165,809769,38682
56166,843452,75558
56167,843453,75558
56168,843455,75558
56170,843443,1050688
56171,843448,81948
56172,843451,6969
56174,809778,23457
56177,811972,110332
56183,828469,48011
56184,828470,34877
56185,828471,48011
56186,828472,55834
56187,833861,20846
56188,833860,20846
56190,824515,9429
56191,824516,8793
56192,824518,9429
56193,824519,9429
56194,830835,48011
56195,831175,48011
56196,831180,61056
56197,831188,48011
56198,831193,11131
56199,831201,2653
56201,827810,24530
56202,827811,61056
56203,827814,24530
56204,827821,9429
56205,827824,61056
56206,824635,7561
56207,825438,8697
56208,822656,17782
56209,822652,19657
56210,822657,19657
56211,822673,33406
56212,815470,35252
56213,822168,51466
56215,850114,325690
56222,820021,137713
56223,820022,137713
56224,820023,117415
56225,822272,93206
56226,823075,391911
56227,823076,126007
56228,823077,78753
56229,823078,391911
56230,810099,38682
56231,820376,558753
56232,820377,558753
56233,820002,2920
56235,813776,86715
56239,816711,571327
56240,813799,65204
56242,824666,7561
56243,827507,9544
56244,824673,38355
56245,827512,88595
56246,836450,6376
56247,837832,11755
56248,837834,11755
56249,826783,66824
56251,836177,25177
56256,836394,6376
56257,837446,9395
56259,823728,590551
56260,835195,1273954
56261,835196,21795
56262,835197,590551
56263,835198,590551
56264,835199,21795
56265,822557,93453
56266,822560,93453
56267,822561,93453
56268,837512,7291
56269,837517,7291
56270,837817,11196
56271,831321,34237
56272,830592,63060
56277,827983,121328
56278,830475,7858
56279,861495,47207
56280,829954,11131
56281,861493,190488
56282,861494,190488
56283,861497,59493
56284,861498,59493
56285,861499,59493
56286,827839,52607
56287,827841,293086
56298,852844,19043
56301,849603,6901
56302,849625,9292
56304,829051,4334
56305,829590,20122
56306,829948,24874
56307,829067,231840
56308,829111,22786
56309,829141,231840
56310,829144,22786
56311,809838,22108
56313,831061,231840
56314,831594,63343
56315,831672,10417
56316,829584,45381
56323,831608,3617
56331,841098,36960
56335,815616,20938
56339,840491,84769
56340,840676,9846
56341,840677,8194
56342,840665,19775
56344,839303,95626
56345,843932,0
56346,843933,55127
56347,843934,60061
56348,843935,60061
56349,846387,10455
56350,846388,391911
56351,849661,565217
56352,849662,565217
56353,850531,891720
56354,850534,891720
56355,850538,891720
56357,851483,372909
56359,851662,92729
56360,851664,92729
56361,851665,92729
56362,851667,92729
56363,851668,55241
56364,851669,55241
56365,851670,55241
56366,851671,92729
56375,861604,0
56376,822094,35904
56377,822177,39369
56378,822095,20165
56379,822547,9558
56380,820345,524989
56381,820346,524989
56382,820347,524989
56383,820348,491845
56384,820349,62385
56385,820350,149527
56386,820351,62385
56387,820352,62385
56388,823086,5189
56389,823087,7009
56390,823088,7956
56391,823089,18265
56392,823090,73309
56393,823091,33771
56394,823093,73309
56395,825057,5189
56396,825089,7009
56397,814397,25274
56398,815408,937166
56399,815415,35294
56400,815464,74125
56401,809772,23457
56404,811974,110332
56405,811977,110332
56406,811979,110332
56410,812002,36953
56413,807837,292406
56416,824520,5702
56417,824521,5702
56418,824522,5702
56419,824525,4333
56420,824526,4333
56421,830737,13758
56422,831306,9020
56423,831308,703011
56424,831309,104418
56426,831312,24748
56427,831313,24748
56428,831314,24748
56429,827825,24530
56430,827828,24530
56431,827962,7629
56432,827963,61056
56433,827964,24530
56434,827965,24530
56435,827966,7250
56436,828847,120749
56437,828848,120749
56438,828849,120749
56439,828850,120749
56441,822920,5495
56442,822952,11085
56443,822954,16931
56444,822169,51466
56445,822170,93453
56447,823603,4333
56452,822273,16846
56453,822274,10070
56454,822275,16338
56455,822276,93453
56456,827217,22095
56458,824361,40651
56459,824381,15805
56460,819990,21886
56461,819991,3278
56462,816381,22108
56463,813791,65204
56464,820734,628270
56465,820736,170271
56466,820737,170271
56467,816713,571327
56468,816714,319090
56469,816716,21578
56471,827498,7561
56472,819985,1887
56473,822581,97117
56474,822532,7152
56475,827513,9174
56476,827779,58236
56477,828854,873972
56478,861486,47581
56481,861485,95379
56482,822543,12836
56483,822574,97117
56484,822576,97117
56485,837845,34855
56486,837846,9395
56487,837453,17258
56492,835321,6901
56493,835324,15932
56494,835344,15932
56495,835352,5636
56496,835374,19775
56497,835691,193134
56498,835698,193134
56499,835701,61128
56500,835717,61128
56501,835723,61128
56502,835732,15932
56503,827980,18289
56504,830612,66618
56505,830613,354081
56506,830614,354081
56507,830621,354081
56508,830623,354081
56509,830624,354081
56510,830626,354081
56511,830629,354081
56512,837290,26118
56514,824344,1749343
56515,832725,193134
56516,832726,193134
56517,832727,61128
56518,832731,61128
56519,830341,797434
56520,830358,797434
56522,827335,8194
56523,826506,9126
56529,852845,19043
56530,852846,122259
56531,852847,19043
56532,852848,10231
56533,852849,10231
56534,852850,10231
56537,852876,176875
56538,852877,176875
56539,852878,176875
56540,831112,10951
56541,818723,16846
56542,840429,16665
56543,829148,155271
56547,809822,153279
56548,831641,68098
56549,810089,9918
56559,850548,0
56560,850549,0
56564,850551,0
56566,829952,18913
56567,832930,7865
56568,833402,13758
56569,813142,66824
56570,831625,17712
56571,831662,26658
56572,861107,0
56573,829596,10118
56574,852838,6931
56575,852839,6931
56576,828458,284014
56578,832516,8384
56579,839384,2115
56580,839385,2327
56581,839386,2327
56582,842170,69451
56583,842171,4230
56584,842172,2499
56588,822626,3924
56590,843936,60061
56591,846569,69473
56592,846570,11580
56593,846568,102139
56595,827464,31489
56596,846389,73309
56597,846390,391911
56598,850540,891720
56599,850545,891720
56600,850553,891720
56601,850557,891720
56602,851672,55241
56603,851673,55241
56604,851674,55241
56605,849374,16131
56617,822558,34969
56618,822565,22095
56619,830587,66618
56620,830590,63060
56621,830594,354081
56623,830617,62680
56624,830631,354081
56625,837282,63060
56626,820353,62385
56627,820354,62385
56628,820355,291636
56629,820356,291636
56630,820357,491845
56631,820358,491845
56632,820359,291636
56633,820360,607186
56634,823094,391911
56635,823095,391911
56636,823096,73309
56637,825092,21466
56638,825032,37432
56639,825090,17486
56640,825091,19964
56641,815466,35252
56642,840253,7460
56643,840254,9554
56644,840255,9554
56645,840256,83518
56646,840257,83518
56647,840258,83518
56648,840259,83518
56649,843409,235099
56650,843418,235099
56651,848722,235099
56652,848723,110924
56653,848741,143476
56654,848742,143476
56655,848743,71887
56656,848744,143476
56657,809754,12388
56658,809756,30026
56659,807839,110268
56660,807840,75677
56661,808903,22389
56662,808904,0
56664,824229,10916
56665,824230,10916
56666,824246,24530
56667,830740,8708
56668,830763,24530
56669,830766,21859
56670,830788,11131
56671,830804,15765
56672,830851,20387
56673,830852,15227
56675,850753,5462
56676,850761,5003
56677,861876,5003
56678,861885,5003
56679,861875,5003
56680,828851,148306
56681,828852,148306
56682,828853,120749
56683,828855,120749
56684,828856,148306
56685,828862,120749
56686,828866,120749
56687,828867,120749
56688,828868,55834
56689,831701,4403
56690,828967,55834
56691,828980,43143
56692,829267,6002
56693,829271,6002
56694,829275,10253
56695,822154,93206
56703,822249,11933
56704,822252,9558
56705,822253,22095
56706,813123,391911
56707,813134,391911
56708,813135,16719
56709,824399,29131
56710,822478,6002
56711,822480,10253
56712,822481,27711
56713,822482,40474
56714,822483,40474
56715,822485,40474
56716,822487,10253
56717,822653,55834
56718,822654,16931
56719,819992,3278
56721,816447,491845
56722,816424,421164
56723,811374,45539
56724,811375,18546
56725,820738,421164
56726,820739,421164
56727,820740,421164
56729,813794,25274
56730,813795,10542
56731,827502,32149
56732,827694,293086
56733,822529,10689
56734,827508,19443
56735,827788,121328
56736,835477,166847
56737,835478,47431
56738,835479,0
56742,821998,231840
56743,822805,22095
56744,812115,19383
56745,861487,47581
56747,861488,47581
56748,861489,228671
56749,861490,48203
56750,823727,0
56751,835179,26988
56752,835181,1273954
56753,835182,1273954
56754,835183,1273954
56755,835184,156209
56756,835185,88723
56757,822219,7707
56758,822525,12241
56760,834985,2003554
56764,835736,15932
56775,832733,34855
56776,832734,34855
56780,825443,7291
